"","LAKE_ID","SAMPLE_ID","SAMPLE_NAME","LOCATION_ID","DATA_PROVIDER","SAMPLE_DATE","TIME","LAKE_PROJ_CODE","Characteristic.Name","Result.Value","Result.Unit","Result.Sample.Fraction","Depth","WATER","LocationName","Y_Coordinate","X_Coordinate","INFO_TYPE","Waterbody_Classification","PWLID","LAB_NAME_CODE","year","ACRES","County","PWS","Beaches","REMARK","STATUS","QUANTITATION_LIMIT","VALIDATOR_QUALIFIERS","INTERPRETED_QUALIFIERS"
"56","0902EAG0083",581,"16-215-04","0902EAG0083_C","CSL",2016-07-17,"09:50:00","215","TEMPERATURE, WATER","22","deg C",NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No",NA,NA,NA,"none",NA
"57","0902EAG0083",581,"16-215-04","0902EAG0083_C","CSL",2016-07-17,"09:50:00","215","DEPTH","1.3","m",NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No",NA,NA,NA,"none",NA
"58","0902EAG0083",581,"16-215-04","0902EAG0083_C","CSL",2016-07-17,"09:50:00","215","QC","3",NA,NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No",NA,NA,NA,"none",NA
"59","0902EAG0083",581,"16-215-04","0902EAG0083_C","CSL",2016-07-17,"09:50:00","215","QG","0",NA,NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No",NA,NA,NA,"none",NA
"60","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","SPECIFIC CONDUCTANCE","227.9","uS/cm",NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM","10","none",NA
"61","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","TEMPERATURE, WATER","23","deg C",NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM",NA,"none",NA
"62","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","NITROGEN, NITRATE-NITRITE",".023","mg/L","T",NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM","29","none",NA
"63","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","AMMONIA",".070000000000000007","mg/L","T",NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM","56","none",NA
"64","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","QD","3",NA,NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM",NA,"none",NA
"65","0902EAG0083",894,"16-215-05","0902EAG0083_C","CSL",2016-07-31,"10:00:00","215","TEMPERATURE, AIR","27","deg C",NA,NA,"Eagle Pond","EAGLE POND CENTROID",44.668999,-74.273804,"OW","C","0902-0104","none","2016",40.28814825,"FRANKLIN","No","No","Comments-HEP sent to Scott Kishbaugh from 07/17/16 Sampling event.","NO BLOOM",NA,"none",NA
